epoque,train_loss_moy,train_loss_std,train_accuracy_moy,train_accuracy_std,train_precision_moy,train_precision_std,train_recall_moy,train_recall_std,train_f1_moy,train_f1_std,val_loss_moy,val_loss_std,val_accuracy_moy,val_accuracy_std,val_precision_moy,val_precision_std,val_recall_moy,val_recall_std,val_f1_moy,val_f1_std,val_auc_moy,val_auc_std
1,0.5767625976800919,0.00541039149930933,0.6997822096126274,0.0033924397786275423,0.6944372544913123,0.005867585655531811,0.5619782785295858,0.007338895396185333,0.621186121045591,0.0049353176415880785,0.5295132862567902,0.013545184686921405,0.7398494738352837,0.010473454297454617,0.7287930611140991,0.05211996528896154,0.6659100547251491,0.08813045988671804,0.6885942192084787,0.036268339338227235,0.8169353087315372,0.008606065090340714
2,0.5328083035707473,0.001846555736700069,0.7382216274268664,0.0011511993197945976,0.7283950447863866,0.0029872796390494156,0.6417019574224889,0.0048922241218500315,0.6822855921302688,0.002043653451504528,0.5151713778972625,0.006918944645260475,0.7461572709502301,0.00585941750656799,0.7160178482045836,0.021769291736569753,0.7014525851506984,0.04567879974291678,0.7071278441029746,0.013477008438633972,0.8264201843035748,0.0025006290397770864
3,0.523555236440897,0.002538630125036546,0.7442922766535384,0.003079385260489825,0.7337074735664755,0.004867940998120865,0.6534460963811156,0.00570548404656392,0.6912351633027128,0.00393236146414658,0.5216081176280974,0.010134120492412317,0.7444054066080346,0.005442659236231757,0.7486871504099709,0.04346300633802764,0.6394997958016825,0.07235204831997263,0.684892628473733,0.02419607767908351,0.8228883719285542,0.006437656498872174
4,0.5189908799827099,0.0023993784306439387,0.7472462335191457,0.0018638578542428041,0.7382013094583718,0.0031844040631876917,0.6554749535647949,0.00485361615086886,0.6943674383855984,0.002712652072974482,0.526501943397522,0.019919261483058136,0.7429035543302438,0.015669307103993474,0.7338829348580639,0.06397226629061,0.6791589643061341,0.09958382960015101,0.6958949484736152,0.02413488167480684,0.8231656476829807,0.0062076689008005006
5,0.5139834008812905,0.00207881799512625,0.7497621036610427,0.0032405506604072957,0.7414535409233896,0.0046943131613251315,0.6583037372685894,0.004313177970288088,0.6974016685059141,0.0038827283513219336,0.5111665479660034,0.012896030094065659,0.7483596483586455,0.012649738687611885,0.7446891488074856,0.042610220857124737,0.6585961610716329,0.06286013092145847,0.6950822505445301,0.023323919171599684,0.8285315729001799,0.009635398462353447
6,0.5105867881357671,0.0017292829983443397,0.7518649841698679,0.0018970696116412328,0.7429675249227284,0.0025600173098691207,0.6628755332394423,0.0057383598569735695,0.7006227746956106,0.0031745176329683864,0.503953920173645,0.007323949318288425,0.7549186733792805,0.009034561863874612,0.7595216810260386,0.02988159857281963,0.6491077023605325,0.04000434248743188,0.6983530617797277,0.015199912517167862,0.8319161345019352,0.006161021188624207
7,0.5072655718326569,0.003707241719837365,0.7544435100860841,0.0019688065851845107,0.7475756838337049,0.003827953032224384,0.6635046720960138,0.006644242611053285,0.7030047050225322,0.0032448841177131,0.5065139461040497,0.011609118582651658,0.7518146055127748,0.010756214415595537,0.7660015039434758,0.03630463130062971,0.6312756677284979,0.05473334971755539,0.6892270367512255,0.022177289077531873,0.8302912463247647,0.006524092449964844
8,0.5031070762515067,0.0048482354152143805,0.7577604543251791,0.002696579714460799,0.7525506546193621,0.00456994281024304,0.6660188761659829,0.003594664323466055,0.7066355018925032,0.003043476335464981,0.4976009185791016,0.004134997259817383,0.7574220279104514,0.006646651963378059,0.7504914129953312,0.02032234412264837,0.6713947235154782,0.04242625823779079,0.7073739467110498,0.01723334027686186,0.8367400267661644,0.003456459430324695
9,0.501292035973072,0.004267001970843922,0.7580608454592397,0.0021244497379953545,0.754644376525726,0.0022034951712563027,0.6633616271712286,0.00561347762037128,0.7060518925019863,0.003434078679171828,0.5008546088695527,0.012776403723888295,0.7511144689499831,0.01566990870222494,0.7651536903174411,0.04346653104027366,0.6363056113697623,0.09683986542255363,0.6869955371821796,0.05096360475402851,0.8367238894561213,0.0037094654575724538
10,0.4990498083949089,0.003156577856429994,0.7565087496590747,0.001763573898232013,0.7508155489131658,0.003048399057593803,0.6647904067928072,0.004307481338636926,0.70517669863005,0.0024711759984006104,0.5161935549259187,0.02092648071523183,0.7486085573917822,0.017834355626499116,0.70124968224378,0.043381837119107626,0.7565449644694928,0.05545290619801137,0.7247134589341271,0.014271717137091322,0.8334659203142992,0.008977365370607629
