epoque,train_loss_moy,train_loss_std,train_accuracy_moy,train_accuracy_std,train_precision_moy,train_precision_std,train_recall_moy,train_recall_std,train_f1_moy,train_f1_std,val_loss_moy,val_loss_std,val_accuracy_moy,val_accuracy_std,val_precision_moy,val_precision_std,val_recall_moy,val_recall_std,val_f1_moy,val_f1_std,val_auc_moy,val_auc_std
1,0.646079325389862,0.0026199090752694614,0.615543423023354,0.010565914364683867,0.6472239604289672,0.0636301282274592,0.29297547812952873,0.04528378508587266,0.39793984576025965,0.03148514843993882,0.5358541904933869,0.01059267785612552,0.741000048257618,0.010587966090874633,0.7554329917593723,0.027609769710747516,0.6069272563914074,0.021060531543098063,0.6724002611454838,0.011220650659738932,0.8127550936387191,0.00932129945195928
2,0.43672731254100805,0.002035324402285316,0.8052495604386127,0.0015598526620175632,0.8239403141681318,0.0011360349442109535,0.7063377257975629,0.004167094454941265,0.7606133997089559,0.002500504130560096,0.38811841058352636,0.0062246068875489845,0.8279672575195709,0.005841625794711063,0.8480593227354488,0.016401375168434967,0.7405432001960304,0.017240068908416364,0.790362221998204,0.0074627482373793175,0.9064462603423518,0.0037708441821688414
3,0.2608583481192589,0.003125948635089598,0.8980999149191551,0.0014061009898669462,0.9127625276765707,0.0018965432958232722,0.8484683934439612,0.0022110503980837014,0.87944026018966,0.0016930131970105842,0.32656585467713223,0.008820584171201377,0.8663688774714011,0.0066895877641465875,0.8777296660568025,0.02610937112780108,0.8091241035693866,0.022176430550981625,0.8413895598384553,0.00658423789708696,0.9349945669370753,0.003377258486516994
4,0.1638843486338854,0.0033872990637207863,0.9408827000383553,0.0014814783441978463,0.9490146801629367,0.0024820483705665216,0.9141617128977609,0.0025258796822536012,0.9312586658162318,0.0017247591348688376,0.3051804040159498,0.011190046974869342,0.8825909828447301,0.005734372894355078,0.8805882096343932,0.012970909772499187,0.8471843175692232,0.013954316925632435,0.8634029148268985,0.006671982348136188,0.9462469823809677,0.0035381377766978495
5,0.11190358460843564,0.0029297548799651824,0.9621739835010482,0.0016952028663734238,0.9654435322325472,0.0022544384814169953,0.9475655134406956,0.0017167997130008374,0.9564207552340827,0.0019410947466731172,0.3161459739127802,0.019655014276640844,0.8892000328402491,0.003540540519391364,0.8959562567748452,0.012569511291704263,0.8455805929919137,0.010835843635729068,0.8698967157997798,0.003626112301244693,0.9490760235832711,0.00397981040555719
6,0.08371719131916762,0.003901271358257249,0.9746032216790107,0.001249890716246377,0.9742509419267232,0.001590142661890674,0.9675963545812667,0.001656176032559027,0.9709116408163091,0.0014317996827974495,0.32079718432256155,0.024350016919315612,0.8923043388612332,0.0037326696620779034,0.8964638709843248,0.004181139887941342,0.8526694437637834,0.010962825657881078,0.8739650361964181,0.005112999768152094,0.951639029129536,0.005115481581968995
7,0.0658878933556378,0.0020303870547109712,0.9809993622637974,0.000641035452629539,0.9796854290117825,0.001322669877890604,0.9768831302430959,0.0016441307568638758,0.978280553800867,0.000739523875449204,0.3538669372480067,0.029294003036659244,0.8935059911519344,0.005045717981877791,0.8998271666901323,0.00949270857220828,0.8518685289553213,0.010979642501969233,0.8751107921957727,0.006049952795042449,0.9507976165234036,0.0051612344090201726
8,0.05353099294677377,0.0018317236387458144,0.9847544237774025,0.0006918100673042285,0.9834545821847126,0.0006547217798869165,0.9817122568530199,0.001156138957903044,0.9825823905238096,0.0007950397305125636,0.35108499875853927,0.032218325449721794,0.8937060910514708,0.006229376362422106,0.8933589637977308,0.011510289479910287,0.8602141305235644,0.010694262980140111,0.8763910608925392,0.007122746560210074,0.9522617211767829,0.005290629356460812
9,0.046654763613827525,0.003158971859515107,0.9864066470832904,0.0008854344250840674,0.9856494667441573,0.0008589378837903335,0.9832838446308656,0.0012218117968708297,0.9844651448704738,0.0010139419791357924,0.3746121739347775,0.03208290460046964,0.893005327766368,0.0067037010479035035,0.8942487469994758,0.01875921870842519,0.8578124315935638,0.014178587017989932,0.8753991214321368,0.007024697305693533,0.9513189579898708,0.005683630833930362
10,0.04021005770210177,0.0013555828859386477,0.9883843100459389,0.0004859584397104303,0.9872156800333822,0.0008163596513788193,0.9862555671218338,0.0010971521107302894,0.9867347580788426,0.0005580431505155805,0.3942279145594627,0.05073554259187356,0.8964095830855168,0.006988663604991926,0.9055377736632344,0.007790163063296581,0.8524399575267501,0.010120132795958029,0.8781721270001205,0.008392553684895283,0.951098698973842,0.0063209354079137945
